Text,Class,ID
Got a gel mani here and the gel lasted me for weeks  I was surprised  They have great customer service too  I highly recommend ,positive,1391946
I purchased breaks from Autozone for them to switch but they told me they will take any brakes but from autozone I thought this was interesting    After changing brakes and rotors for a total of  $431 I was a little disappointed  Ive experience better ,negative,2528664
I had both Tiffani and Aaliyah and they both were great! The service I had was Lash Lift and I was VERY happy with the final result  It definitely beats getting lashes (for me atleast) and it takes an hour for the process  Both ladies were professional and the location is quiet & best kept secret in CLT  I would recommend giving Lash Now a try!,positive,2131211
The food is extremely slooooooow  The bulgogi and kalbi taste mediocre (though better than other Korean places in Montreal) They also force you to pay 15% tip for their bad and slow service  The stove also takes so long to cook and burns pretty easily  When we said that we werent happy with the service  they said that they changed the grill for us so multiple times so they had to charge us 15% (and they did not inform us this when we were dining)  They also told us not to come back and they dont care if we write them a negative review on Yelp  Unbelievable ,negative,4857532
Compared to the Henderson locations this one is slow  dirty and less friendly  Only writing more because Yelp is requiring it ,negative,760620
Excellent massages  mediocre facials (No extractions  average moisturizer  small cramped rooms)  go somewhere else for nails    great combo discounts on groupon ,neutral,1046137
Excellent authentic Thai food in a cozy nicely decorated atmosphere! Highly recommend the Tom Saeb soup of spicy broth and pork ribs  Service was above and beyond  Would definitely come back here!,positive,1029094
Horrible customer service  from the OWNER at that  Completely messed up my order twice  never apologized and overcharged me  Trust me  avoid at all costs!,negative,1767166
This is a really fun place and the staff are really nice and helpful stop in for some unique challenges!,positive,5234202
$27 for adult dinners  I expected $20  but after a day of $4 coffee and $8 burgers I just shrugged and went for it  Not worth that price  Tough fish  cold soggy crab legs   And as mentioned  some of the help has an attitude  The best thing there was the fried shrimp  I wouldnt go back  way over priced ,negative,10161
Office is dirty  outdated  Height measure tape and scale are old  the measure tape comes off the wall is bent and taped together   The scale is a drugstore brand  not medical  There are signs all over office advertising skin care product  Staff is unorganized and says the doctor has a poor memory  Doctor prescribes medication without thorough exam  And  does have a poor memory  Stay away! Look elsewhere  Prices are inflated and does not remember your insurance and will forget to bill them then send you notice you did not pay ,negative,3988379
Best Buffet in Vegas    hands down    Is it more expensive? Yes   Is it worth every penny? Absofreakinlutely!  While I love a buffet in general  nothing is worse than going to one  paying $2535 and being unable to eat yourself stupid because the food just sucks   That absolutely will not happen here  Pros:Shrimp and grits   Ive literally had dreams about this!Peeled shrimp!  I really really hate having to peel shrimp Oysters on the half shell   NomNomNomHot king crab legs  Basically all of the food I tried was good to great   Except for    The desserts  They were just alright   Not bad  by any stretch of the imagination  but nothing to write home about either Cons:OMG the line   Ridiculous   Try and go around late lunch or EARLY in the AM   I refuse to pay any more to eat an already expensive meal   This is the only reason why I didnt give it 5 stars   Where it is located  Caesars could totally expand it to include more dining room if they wished   but they dont ,positive,502234
A group of us went for AZ Restaurant Week  I am not sure if it was all the large graduation parties or lack of experience with the Restaurant Week menu but service was a disaster  We waited 15 min for a first drink and it only got worse from there  finally after our dinner was served before our appetizer and we refused it  a manager stepped in and things got a bit better  We really appreciated his help The food was really good which made it extra disappointing that things were so disorganized  Additionally on both of the plates that included vegetables  the veggies were cold  By then we had given up trying to get things right  We were there just under 2 hours for a very basic meal  The waiter was very apologetic once he caught up but I am not sure if I would try it again ,neutral,100397
Just went out to try Zips! The server had at least 3 Monsters  Red Bulls or some kind of Speed freak drink! Ordered our drinks took awhile then ordered some food took forever and it wasnt busy  The waitress was back at our table 5 times before our food arrived and five more times while we were trying to eat! Happy hour 8 till close specials Monday night wings and Skewers ordered shrimp Skewers and by the way they are not on the special just the Chicken  Wings were awesome and the Shrimp  Frys were greasy sticks  Also ordered chicken cheese and green chile spring rolls and had the manager stop by so I cut one open and asked where is the cheese and chiles? Went to some explanation about there process of making them  a dry chicken breast roll and sad Sauce  And when we were ready to leave  where did the waitress go? Probably opening another Monster! And No one has ever complained! Amazing!,negative,3359419
The hostess and the waiter seemed like nice people  Too bad that the appetizer and entrees came out slowly and tasted mediocre at best  The pulledpork nachos could have used more cheddar cheese and more avocados in the guacamole  My crusted Atlantic cod could have been cooked a bit longer  It was difficult to cut with my butter knife and fork  and I kept poking it with my finger to make sure that it was not cold and raw  I left half of it on my plate  and I commented to my husband that I was still hungry  My husbands chicken and gnocchi tasted just OK according to him  and he said that we would never return to this restaurant  The waiter did bring drink refills ,negative,4905429
Definitely should have listened to the other reviewers before coming here  I went in on a Sunday morning and ordered the Sunrise Harvest breakfast bowl which tasted pretty good  but be warned it comes in a small box with an even smaller portion  The wait time was also way longer than it should have been  The staff were all lovely and pretty knowledgable about the menu  but I was disappointed to see that they have egg in everything on the breakfast menu so to make it vegan  they just take out ingredients instead of replacing them  Even though they had an alright variety of options  this place probably isnt worth the money  Will most likely not be spending almost $10 on a sampler sized breakfast here ever again ,neutral,845707
Ok so how does a place like Starbucks have no sugar for coffee on a Sunday ? Really are you kidding me? But had plenty of latte bullshit for the yuppies  This place is badly managed   Sugar !!!!really?????,negative,4009557
I never feel guilty about eating at Panera  The food is always so good  However  the cantaloupe in my fruit cup today was so hard I couldnt eat it ,positive,2490488
Shenanigans with getting my tank refilled   Not happy and looking to get rid of them   They not even sure if they own the tank and have kept poor records of past billings  They charge up the ying yang to cap off a suspected line  This company on a power trip  I hope some other company can get me a new tank as my tank sits empty due to them rescheduled to their convenience   They got customer service bass awkwards  Now we cant cook for a week   ugh  Plus  cannot use jaccuzzi  Please  is there a good solid propane company out there? Looking to two OTHER companies in the Vegas area ,negative,4435686
4 stars because the taco ingredient options and combinations are amazing  as are the guacamole options  and the service  Not 5 stars because the tacos are served on flour tortillas (albeit homemade) by default  which really is a shame  but because the wait staff fail to mention that corn tortillas are an option   And  We are still trying to perfect making our own corn tortillas is weak; its simply not a priority ,positive,54190
Dont get to know them too well  you will be sorry  In Las Vegas people can snatch and grab shit  no questions asked  but if you have a dispute of the most minor you will pay  Torrey Pines is petty to the extreme which is sad  I wish I had never walked in there because the last thing anyone needs is fake friends and fake associates ,negative,919093
Service: Great   We were greeted by every wait staff we passed on the way in and out   Waitress was fast Sushi: Not 5 star but the best in the area   It was fresh Decor: Nice modern interior that looks more like a wine bar or lounge   A bit dark for my liking  but to each their own We went on a Tuesday night and it had people coming in   Hopefully they will be around for a while ,positive,4429061
Very disappointing  Atmosphere was great  Old Italian music playing  Looked fun and great That is where it ended  Our server said she was new and couldnt answer basic questions about the food  I ordered a sweet tea and received a raspberry iced tea  Then someone came by to refill my tea and refilled it with unsweetened tea  HmmmmDinner comes with salad and bread  Bread was very good  Nice oil and vinegar dip Salad left us wondering what the hell?? Just really nothing to it  Just boringEntreesSpaghetti and Meatballs and Baked Penne Pasta with Meatballs The sauce they use is sweet and tomatoey  Yech  Just not very good Meatballs were full of herbs that overpowered the flavor  Big size too much herbal flavor Will keep looking  Must be affordable great Italian food somewhere in this towm,negative,5814308
The restaurant is delicious  My favorite thing to order is the Molcajete Trio with corn tortillas  The 1 person order is enough to feed 2  maybe 3  people and I eat ALOT so I always get the 2 person order so I can take some home  The price is definitely worth it though  All the other dishes are great as well  They have a live music playing at times and you can request certain songs  The weekends are very busy but worth the wait  The only downfall is the parking is limited especially on a busy day ,positive,4981762
I love the family owned small little restaurants tucked away indiscreetly in the small strip malls  These are the true meals not the processed factory food served by chains I hunkered down for a lunch special at 3pm and the restaurant was busy ( a good sign)I enjoyed a satisfying Red Curry Lunch special with Thai soup for under $10Unobtrusive service and fresh quality ingredients from the grocery store next door makes for a winnerWhen you enjoy Thai  it is best served with background music from the home country recommeneded!,positive,2415737
I have to say I am pretty darn impressed The bar is beautiful  the lighting is great  the service is fast and friendly  and the food is pretty darn good  What an upgrade!I came here a few times in the past and never really had a good experience  though I did hear people talk about how great the Avenue was back in the day  While this doesnt feel like a classic Wisconsin bar anymore  I do appreciate the modern and clean feel  As far as the food and drink goes  my bloody mary was delicious (served with a nice beer back) and my biscuits and gravy were some of the best I have ever had  I really enjoyed having something a little different as their gravy is not the standard white sausage gravy  instead they have a red eye gravy with ham  The biscuits were especially great  buttery and flaky to the max  The eggs were perfectly overmedium and the potatoes were cooked and seasoned well  but nothing special  Overall I would say I am pretty darn happy with the first brunch of my 2016!,positive,2284428
Excellent food at great prices  Maya is hands down my favorite Mexican restaurant in the area!! Great service and the margaritas are second to none!,positive,1039050
Pumpkin Picking was a joke  $2 50 entrance then we have to walk all the way to a pumpkin patch because theres no tractor  When we get there  its a small area the size of 1/3 of a football field and theres about 20 pumpkins scattered around as if they had been picked at another farm and scattered in that lot  Half of them were rotted or spoiled by other people  It was very disapointing yet the lovely lady at the desk gladly gave us a refund when we explained our situation We did not try apple picking so do not use the 2 star rating as reference for that If you do happen to pass by this farm: PICK UP A CASE OF APPLE MUFFINS THEY ARE THE BEST THINGS THAT EVER HAPPENED TO THIS PLANET  Perfect texture and taste and wont empty your wallet ,negative,4387
Jon really takes time to know your issues and history before he uses pretty advanced techniques to really loosen you up!,positive,3312871
Ive been to congee queen at its various locations in the GTA  Every time Ive went  the quality has been consistent  Unfortunately  when I went with my family here on New Years  my experience was absolutely terrible  The service was very quick paced  but that wasnt my issue  It was the fact that the waiter had spilled hot tea all over my lap  Moving on to the food  the quality and quantity were way below average  The house super bowl congee only had 1 or 2 pieces of salmon and shrimp floating on top  And that was literally it! After  the seafood fried rice came and it was dry and under seasoned  Lastly  the rice roll with shrimp came and it had a hard texture  not the chewy and soft kind that I was hoping for ,negative,3023222
Wow  excellent dinner and service  The ribs special was meaty ( not skimpy) cooked to perfection and spiced right  If they have that special and you like ribs consider that dish  The ricotta gnudi with their own special sausage and marinara sauce was delightful  Our tall Hendricks and tonics with cucumber were spot on ,positive,6476700
It says 24 hours   We were there at 6:00 AM  The person in the drive through line said he was unable to take orders because he was getting things cleaned up   Aside from a robbery gone wrong  that is NOT good business!,negative,3217020
Really disappointed  First time I have used this lounge and it was capacity controlled with waiting times until they could find a seat and mine was against a wooden ledge   This is one of the benefits of their $495 fee and what is the value if you cant even get entry to a comfortable seat  Once inside the food choices are better than other lounges but to be honest it was such a bad experience I went back to United lounge so I could have a comfortable seat and light snacks ,negative,4297687
Congratulations on winning Food Networks CUPCAKE WARS!!!I love your Ollie Cakes  every flavor that Ive tried (chocolate  carrot cake  lemon  peach  etc) have all been terrific  I highly recommend and would give you guys 10 stars if I could ,positive,763730
This company services our apartment complex  We have had to relocate to a nee apartment in the complex due to a bug infestation  They have sprayed the apartment several times and even fogged it and the bugs seem to enjoy it  We just moved into our new apartment and bugs started popping up again  I feel the apartment is getting taken advantage of because the whole building is infested  even with the routine sprays  The apartment complex reviews all say the same thing   bug infestation  Its completely unacceptable ,negative,5176989
GOOD: They have karaokeBAD: Just about everything else   Food is overpriced and not up to the quality one would expect from a supposedly upscale chain bar,negative,1312917
This place is a disaster  I have never seen more indifferent service  I watched two women who came in after me get fed up and leave  Then  after it took 20 minutes to get a beer and I was listening to my server tell everyone at all the other tables how lucky they were to be leaving now because the kitchen is way understaffed  I got up and left also  Do NOT go to this place if you expect to be served food  Theres about a 1 in 5 chance of that happening ,negative,5423959
Left my info to be contacted about guitar lessons for my twin daughters  Never received return call ,negative,3407320
Ive been in the store a couple of times to look around and was impressed with how much product they have   Then just before Christmas decided I wanted to get some high quality hifi equipment and Geoff and Ryan spent almost a whole Saturday with me auditioning different set ups until I found something that way exceeded my expectations in performance   These guys really know what they are talking about and dont just sell you the most expensive stuff they have   In fact they helped me find a pair of speakers that eventually I traded in for something 3 times the cost   We are so lucky to have such a place in our area ,positive,3008650
I truly enjoy this place and bring my 5 kids frequently  I have dietary constraints and they have been extremely helpful in adjusting the sweetness ,positive,2654561
Ive eaten at 2 different locations now (Las Vegas and Colorado) and both times have not been impressed  Both locations they messed up my food and it came out late  Our server at the Las Vegas location was not very quick / attentive with our table  When our drink glasses were empty  they were taken away and not once did anyone ask if any one of us wanted anything more to drink (very  very weird)  Food was good  but the whole experience is what makes the restaurant  And the fact that my dinner  again  was messed up and they didnt even offer a drink or nothing for the inconvenience really annoyed me  Not sure if I will return since this happened twice already   ,negative,3040013
service was so shity  the food was really bad chicken  not cooked all the way thru also they tried to charge  us for things that never came to our table  will never go back,negative,6627440
Im getting a pedicure right now and would rather write a Yelp review than indulge in US Weekly celebrity drama  (I guess I could review the nail spa?  In due time )   I feel like I qualify at this point to write a review on a tattoo shop because I now have 6 tattoos (Who knew?! ) 4 of which are from this here studio   OBVIOUSLY the other 2 were from amateur shops   27 Tattoo is the most pristine shop Ive seen and has killer decor  Sometimes  I just want to sit in there and hang out  because   Anthony (he and his wife own the shop) has done all of my little pieces (and my sisters) and never disappoints   I keep going back for more; cant stop wont stop   Hes the master of dot work  so if you want dots   book with him immediately  Hes basically booked until 2020   Quit being boring and go get a tattoo  people! Even if its a dot   #hipster,positive,2916187
We love the D Backs and have been going to Chase Field for 20 years  since it was known as Bob (Bank One Ballpark ) The retractable roof is great in the early and late season  They generally keep it closed during the summer due to the heat  Its great to get out of the heat and enjoy the game   The only bad part is when you walk out afterwards  forgetting about the outside  and walk into a wall of heat If you can do it  go during the week in the afternoon  Tickets are a little cheaper and the crowds are a lot smaller Concessions are concessions  There is a large variety and youll pay way too much  Its a ballpark  so what do you expect?,positive,6068639
I got here a bit early  before the real party atmosphere kicked in  but that gave me the chance to really appreciate the ambiance and the mellow crowd  Drinks were reasonable  No on tap beer  but a good selection of bottles at a decent price A bit of a challenge to find  but well worth the effort!,positive,2089100
How can I explain this place let me just say damn good first impression wasnt the greatest due to all the Flies but I believe one of the managers of the place when I brought it to his attention he made sure that he removed everything that a fly was near just because of the quality and that shows a lot for institution that text customer advice especially when youre dealing with insects outside that this place is amazing food quality homemade sausage bacon just a quality and care that they took into every aspect of the meal was awesomeMake sure that you get out here and visit Henhouse Cafe theres two locations one in Mesa and one in Gilbert I am very impressed with the quality of food and service that they provided today awesome job guys thank you so much greatly appreciate it and you will see me again,positive,1786703
Staff was very rude  They sat us down at a dirty table that was sticky  Ordered appetizers and the waitress gave us dirty plates and silverware  Music was overly loud could not even hear my friends talk  Food is terrible and very pricey! Do not go here!!!!,negative,4574245
Food was good specially the panang curry    The only I didnt like is that the place smells like cigarette and it bothers me the restO and the bar is connected with no partition    And the resto is a little dirty the tables are not wiped knowing that they just opened and there was a fly flying around   I dont recommend the restO if u have kids maybe when u sit outside at the patio maybe    I think they should clean up the store more and I wish the restO and bar is separated so that it wont smell cigarette    Other than that we enjoyed the food    And the price is not bad    Will be back for the food but next time probably would be take out or delivery   ,neutral,1228288
Solid  Open 24/7 and large portions  Perfect for after the club or early risers  I love the Asian Nachos ,positive,4543015
Awesome food  huge portions and great service  I ordered the chicken fajitas and there was enough food for three people!  We will definitely be back!,positive,399938
We ordered our Frrrozen Hot Chocolate from the walk up window  it was perfect for us as we didnt want to sit and be served   We just wanted a Frrrozen Hot Chocolate on the go!It tasted exactly like the the Serendipity 3 in New York  However  in New York I feel like the overpriced $10 dessert goes towards the ambiance  the experience  the cute tables/chairs and oldfashiony ice cream dishes In Vegas  we got a plastic cup handed to us through a little window and later we were like  huh  $10 for a shake    Even still  Id do it all over again tomorrow   Whats $10 in Vegas anyways?  It just meant I had $10 less to lose in the Wizard of Oz penny slots!,positive,6084690
This park is a pleasant surprise for the area and is very well maintained  Wetlands Park is a new favorite area to exercise outdoors when Im tired of the treadmill If I had little ones Id be here all of the time  I noticed a nice nature center and a list of programs for the kids  The building near the main parking lot seemed nice with clean bathrooms nearby  The whole park feels like a place somewhere outside of Las Vegas  As youd expect in a wetlands park there are tall grasses and humidity  Water runs by areas of the trails  Most of the park has paved trails and there are gravel trails in between paved trails  There are several clean bathrooms near the main parking area  Also near the main parking lot is a playground for the kids ,positive,5384577
All hype  no heart  Great service  food is good but If there is a line  go somewhere else We stepped into this Americana time bubble in the heart of the plateau and were greeted by Hymie  the legend himself  He makes sure people are seated as promptly as possible and oversees a welloiled machine  As we wait  we read all the numerous articles depicting Beautys as a must Montreal attraction; we are overflowing with excitement like kids in line at the amusement park The couple ahead of us said they came all the way from the West Island   Damn  this must be good I thought We ordered omelettes  french toast and some trademark smoothies We were promptly served  To be perfectly candid  the food was ok  you can have this at any other breakfast place  Surprisingly  the bagels were really mediocre  The $6 5 smoothies are actually quite good and were the best part of the meal  You can come and have a filling breakfast but there is no enlightenment here ,neutral,227603
My experience couldnt have been worse  From waiting in line for over an hour  to buying aquatic bathroom supplies  but the door they sold me doesnt fit  I recommend going absolutely anywhere else  They are ridiculous   ,negative,3684054
I have ordered and had delivery from this restaurant for a long time   the food is always hot  flavorful  and FAST delivery   The drivers are always smiling and very friendly   I would take this take out over any in Phoenix   oh wait  I do!  LOVE the food  the portions are great and the price is very reasonable ,positive,2272141
Never had a bad experience here    the food is always good    service very efficient and nice (been in the service industry over 20 years)   To go orders are always quick and everything is hot and tasty when i get it home   Food here always reminds me of home    especially the Meat Jun ,positive,3860067
This place is amazing  The staff is very attentive  The couches are comfy  Its super clean  They have snacks and drinks available at different prices  They make their own Unique Blends period and just overall awesome  Please come visit them  Crash is awesome  Hes the blend master ,positive,5446532
This place is awesome! Great flavors and so many to choose from! They all taste good but my favorite is the Thai tea and the taro ice cream!,positive,5450799
One of the baristas  Tori  was awesome  I called with a few questions about caffeine content and about how long boba lasts (because it was late & I wanted to get a drink for tomorrow morning)  She was genuine  sounded happy to help  and she gave me honest information  Im pretty sure it was her willingness to answer my questions and her friendliness that brought me in tonight  She ended up being the person to take my order and her sweet personality made my second visit to Tea Swirl especially pleasant  Having a great product with just enough options is one thing that Tea Swirl does well  but what really makes this place stellar is the customer service  I ordered the jasmine milk tea half sweet with boba and it came out just right  Id have to agree with the statement I saw in another review: Tea Swirl is the best boba in Tempe ,positive,4067845
I like eat a lot of vegetables and I love them stirfried why sees doesnt excellent job and I enjoy going there OK so then Ive got there,positive,2346922
So we are from the east coast and weve never heard of Culvers before  We were driving from Madison to Milwaukee and needed some drive thru fast food and saw the Arbys sign and exited the highway  As we were turning into the Arbys we saw the Culvers and were like    What is that? Should we try it? Best  Decision  Ever  The burgers are on par with or better than InNOut and actually look better in real life than the pictures on the drivethru menu! The patties have a bit of a char which was amazing and gave the burger a satisfying crunch  The fries are better than any other fast food fries Ive ever had  Theyre perfectly crispy and burnyourmouth hot  which is how I like them  The custard is worth coming here for that alone   Im almost glad I dont live here or Id eat here way too much  Good Job  Wisconsin! My only dings are that they didnt give us any ketchup or ask us if we wanted any and only gave us like two napkins  Just minor technicalities ,positive,4524879
Went here for breakfast today with a friend  The special was a spinach scramble  which my friend had  I had the Belgian waffle   Both dishes were excellent   We arrived at about 8:00 a m  on a Tuesday morning  so no wait at all   Only complaint: the music was a bit too loud Definitely a winner!,positive,6230181
This place opened recently and I stopped to grab a chicken roti for lunch today   I highly recommend the hot sauce with this meal    a nice kick!   Looking forward to going back to try the jerk    Not a lot of seating and set up for take out ,positive,5533041
Close  Cheap and Convenient keeps me coming back to Howards  and with a name like Howards  it speaks DIY and Home Improvement  Sure theres those other big box stores  but sometimes its just too big (TWSS)  Parking at Howards is a breeze  even with the construction going on  and getting in and out on Indian School Road is not too bad  either (Im never in a hurry  though) Unlike most Ace Hardware stores  this location is smaller  but like most  compact and well stocked  Always plenty of employees to bug you and ask if you need any help  I particularly like Howards because of his nuts  Hell sell you just one  which is sometimes all I need  not a whole bag like those aforementioned big box behemoths Hopefully with the new construction finishing soon  they will stay small and maintain their great personal service  The parking lot will improve  and access could be better  but not by much ,positive,748498
The first time I visited noodle head with friends I was very apprehensive  Thai food can be intimidating with its intense flavors and aromas  Noodle head has the secret to Thai food  Not only is the food great and prepared in a quick fashion its also BYOB  The atmosphere can range from family fun to date night  A wonderful place I highly recommend  One of the  if not  the best Thai restaurant around the city  Very very affordable especially for those college students! Try something out of your comfort zone!!,positive,4833662
My wife and I are from California  and when we were looking for a place to have breakfast  we found this whole in the wall that we fell in love with  They do the best Huevos Rancheros and carne Asada tacos  Really reasonable prices and their service is decent  I will recommend coming here if you want to have Mexican food and dont want to spend so much money on the strip ,positive,3822401
We were in the mood for sushi  wanted to try somewhere new  many reviews pointed us to Roka Akor  so we gave it a shot  Fantastic service! Extremely limited sushi menu without a true sushi bar  and tiny portions of sashimi  However  the quality was excellant  Yet  we left quite unsatisfied and a bit hungry  Nothing Sweet Republic couldnt cure! ;) This establishment is for trendy folk who value presentation ,neutral,6163225
Was there last weekend but have to admit not the best  Starters ok but mains were far from good  Specialty is meant to be ribs but my son and I had those with the same sauce yet it was like eating 2 different types of food  Not cheap either and of course the wait to be seated whilst a lot of empty tables just makes you irritated ,negative,5929145
Great burger  I want to eat it all but I cant do it    its big  I especially like to come here for breakfast  the muffins are awesome  Always freindly staff and good service ,positive,1438065
Mexican Moonshine tequila and the menu is actually labeled for those with Gluten issues! Much appreciated  thanks for that  Also     corn tortilla cheese crisp    yum!  Best music and atmosphere Ive experienced in the area  I will be back!,positive,3612952
Updated:I live close by This place for years has never been rightAlways a issueIts sooo frustratingIve called and talked to the manager in the pastGuess another call to corp is in orderMaybe one day this sonic will step it upPS   that last review    come on now   we  Can tell thats a friend or employee writing that reviewThis is actually the sonic to avoid2nd visit   Messed up my orded once again!!!Its even correct on the recieptEvery damn time!!!   They mess up my order i had the same issues over 2 years ago   nothing has changed  ur store sucks and ur a joke of a managerIm gonna make sure to report ever bit to corporateWasted so much time and money at this location     THEY NEED TO FIRE EVERYONE AND START OVER  Horrible management,negative,5777326
Literally my SECOND time at any chipotle  I really thought it was weird to rush me in a non existent line  I also find is funny that you ran out of salad and filled on the bottom of half of what she gave the older couple in front of me  while you yelled for me  I had to ask for more lettuce because she didnt fill it up  Yall gave the older couple a nice amount of chicken  I literally threw away half of my salad because you gave me half a freaking spoon full  I will never come back here again for a 7 dollar sandwich when I can go up the road and get a buffet for 8 dollars with fresh fruits and veggies with salad  VERY disappointed Update: the hispanic lady whose there on week day openings is the best! Good portions  great smile  friendly! Food portion has increased with price increase ,positive,3437087
This is my closest dottys and un happy about that  All of the employees are sweet women that I never see complain  you can tell they actually like what they do and if they really dont  I would have never known  I wouldnt be able to make a long comparison or anything like that because Ive only played at two dottys and I like them almost equally ,positive,5272576
Second time at Massage Envy  Brandi was my masseuse and she was amazing she listened to my needs and focused on them  Shes the best Ive had in a long while  Thanks Brandi! Ill be back!,positive,4393246
I complete this training every two years for my job and Frank O made the class very fun and engaging! He was serious in ensuring that we all acquired the needed steps that could help save a life and did so with interesting stories and a little bit of humor to keep the mood light ,positive,1984749
Well what could you possibly expect from a mexican restaurant brought to you by the folks who brought you Jose Cuervo tequila (One drink    and youll never drink tequila again!)?  In the Las Vegas airport?  I mean low expectations  right?  I thought the service was courteous and efficient   They had chalula hot sauce on the table   My chicken quesadilla was a good value for the money which I believe is something I have never said about any meal Ive ever eaten at an airport ever   They have those cool Oaxacan animal sculptures as decoration   It is what is  but it has got to be the best restaurant the C wing of McCarran airport has to offer ,neutral,6203227
The only authentic izakaya of Las Vegas  definitely worth visiting for a casual night out with hungry friends   If you love to drink and enjoy authentic  off the beaten path menu items of Japan uncommon at your local Japanese restaurant  this is the place for you   Be prepared and keep in mind that its an izakaya where quiet dining is not to be expected   Despite this jewel of a find out here in the desert I give it only four stars due to the rather disappointing ramen experience which was nothing more than what it seemed like noodles in miso soup   I have yet to find a good ramen place which unfortunately does not exist in Las Vegas   ,positive,4939459
Went here with friends for lunch    The cracklings rice soup is fun and yum to eat   The other dishes are classic so come over for whatever Chinese food cravings you have ,neutral,6245651
Weve been going to Trio since it opened   Eating there especially on New Years Eve  has become a family tradition   Special thanks to Greg who always treats us and our guests with extra care and attention  The food and the staff have always been the highest quality and professional  We expect to celebrate many more special occasions at Trio ,positive,6182622
I came in looking for some simple  plain  saltfree white meat  But I should have known that this was not the place to go for that    Boucherie Lawerence oozed modernday hipster  Lumbersexual  Beards R Us etc  Dont get me wrong though  very polite  courteous and professional staff  Amazing customer service If you are on a saltfree phase of your diet  dont come here  There were a lot of things that had rubs on them  salted  aged  sausages  There were some bread products as well as some cookies/pastry things  I blocked it out since I am on sugar free and reduced carb  Also  dont come here without a thick bank account  Seriously  I understand the products are local and pure  but it just hurt  Even the BOUCHERIE LAWERENCE coolperson totes were expensive  I mean  I guess everything is expensive in this day and age  Inflation happened at some point ,neutral,1944929
If you like twilight zone  or mini golf  or fun in general check this out  The set up is amazing and it made me smile thinking about each episode they meticulously referenced (and colorized!) throughout the 18 holes  Takes about 30 mins with two people and its totally worth the time ,positive,3139356
very clean McDonalds and the staff here is quite nice  I dont typically eat this type of food but when I do  I make sure to visit this McDonalds,positive,6652141
We went to the location on Sossaman and have been there before for their burgers   This trip we were both charged  59 cents each for the cheese choice  and I asked for mayo to go on mine with lettuce and tomato  and onion   I was shocked to see they even charged me  35 for the mayo   This place is padding the bill with things that normally at other places there is no charge for   At $9 79 for a burger and fries on the side  there is plenty of profit there without padding the bill with nonsense adds   Glad I hadnt asked for pickles too  geeze!,negative,6152491
I went to Westside market Saturday with daughter    She saw dried fruit at this place I was told it was $7 99 per pound  with a small being 1 pound   We ordered a small and I saw the weight of 1 01 pounds   This man then charged me $9   Straight ripped me off by a dollar   I mean why do it?  The market was not crowded on a Saturday morning   If people are treated like this I can see why   Vendors  want you to buy then give you a bad experience    The dried fruit was so so   The customer service poor ,negative,2824728
The best value for sushi in CLT  Hesitant to write this review as if word spreads about this place  will never be able to get a table   It is very small and just a shade above hole in the wall category The only place that rivals this is Enso  but prices there are 23x higher ,positive,4792624
When the temperature is around 90 to 100 degrees on the daily  having a refreshing lemonade is the BEST  I really hope they expand and open up more locations because I am OBSESSED with this place I am attempting to try all the lemonade flavors at least once  Lemonade flavors tried:Mango Pineapple Lemonade Lava FlowLilikoi Strawberry Watermelon PLG (passion  lemon  guava) Lavender BlackBerry So far my favorite ones are  Mango Pineapple  Lavaflow and the Lilikoi Strawbery I love their mason jars and everyone that works here is SO NICE and wonderful  If you bring your mason jar back  its 50 cent off!,positive,6360408
Il Fornaio is inside NYNY  and you can eat within the restaurant or in a gated area on the casino floor  The restaurant is always clean  and has an upscale feel  despite being in a casino  The food it a bit overprice  but it is Vegas  so you grow to expect that  My one concern about this place is the pasta dishes are a little too fatty  There is a right way and a wrong way of doing pasta  and I feel like Il Fornaio is trying to cover their pasta up rather than letting it shine  I had the manicotti  and it was just soso  I wish the flavors were a bit more robust  What I will about Il Fornaioi is that their bread is unbelievably good  If you dont mind more sauce than pasta and a lot of bread to soak it up  youll be fine  I read other reviews that complained about service and management  but I have not had those issues at all  This is a restaurant that has decent food  good ambiance  and not so great value for money ,neutral,3166561
Id rank this lower  if able  I picked up an order to go and the General Tsaos sauce (which was asked to be packaged separately) was broken open  The entire bag was filled with the sauce  For one  it ruined the meal and two it leaked through the paper bag and through a slit in the plastic bag  The sauce was all over the front seat of my brand new Jeep  I called and asked for the manager and explained someone must have packed it incorrectly  because the sauce was on the bottom and the food on top of it (not smartly packed)  He called me a liar and said theres no way it happened  but I pictures to prove it and he hung up on me  NEVER  EVER GO TO THIS ESTABLISHMENT  The smart@ss manager needs to be fired  but Ive found it  its the owners son  so he must think he has the freedom to tell customers what he likes  HORRIBLE EXPERIENCE ,negative,2887790
Definitely like this store  Promotes an active lifestyle and provides good services  Got fitted for a pair of running shoes here and the staff was really knowledgeable   My only gripe would be the prices in the store  My next purchase should be a bike to cycle    but Ive been trying to save up    didnt know bikes could be so expensive!My overall experience has been great with this store  They have some good pointers to share and they also have running groups hat meet weekly to run along Rea rd ,positive,842575
Cant rave enough about this company  OUTSTANDING Customer service  Ever notice how your day goes better when people smile?  Speak politely and professionally  and really care about your business?Specifically Jay helped me with an issue with the car wash with my 2016 Prius  The wash was making my back wiper blade flip up  Its a known problem for this year  He offered solutions  and did it with a great friendly attitude  Thanks guys!  Customer for life!  Well at least until the DMV says Im too old to drive,positive,703357
